GER_establish_night_fighter_squadrons,_
GER_torpedobomber,_
GER_establish_carrier_groups,_
GER_aerodynamic_research_institute,_
GER_amerikabomber,_
GER_strengthen_the_kriegsmarine,_
GER_plan_z,_
GER_expand_kriegsmarinewerft,_
GER_construct_aircraft_carriers,_
GER_grosskampfschiff_construction,_
GER_high_seas_fleet,_
GER_re_establish_the_seekriegsleitung,_
GER_marinestosstrupp,_
GER_atlantic_naval_bases,_
GER_atlantic_naval_dominance,_
GER_trade_interdiction,_
GER_cruiser_warfare,_
GER_panzerschiff_raiders,_
GER_wolfpack_tactics,_
GER_u_boat_efforts,_
GER_unrestricted_convoy_raiding,_
GER_seeherrschaft,_
GER_remilitarize_the_rhineland,10
GER_legion_condor,_
GER_heed_von_neuraths_concerns,_
GER_war_preparations,_
GER_prepare_for_the_next_blockade_ww,_
GER_reorganize_secret_services,_
GER_subversive_infiltrators,_
GER_befriend_czechoslovakia,2.5
GER_integrate_czechoslovakia,10
GER_anschluss,10
GER_bribe_senior_officers,_
GER_army_indoctrination,_
GER_strafbataillon,_
GER_autonomy_in_the_kriegsschulen,_
GER_expand_the_truppenschulen,_
GER_innovative_warfare,_
GER_uplift_the_rosenberg_office,_
GER_expand_ss_recruitment,_
GER_demand_sudetenland,10
GER_first_vienna_award,10
GER_fate_of_czechoslovakia,10
GER_integrate_czech_manufacturers,0
GER_demonstration_of_military_achievements,_
GER_an_invincible_army,_
GER_the_supreme_leader,_
GER_the_triumphant_will,_
GER_support_a_coup_in_liechtenstein,_
GER_reassert_eastern_claims,10
GER_expand_claims_in_baltic,10
GER_influence_the_baltics,2
GER_form_rome_berlin_axis,10
GER_invade_italy,10
GER_alliance_with_spain,10
GER_operation_felix,10
GER_alliance_with_portugal,10
GER_operation_isabella,10
GER_danzig_for_slovakia,10
GER_danzig_or_war,10
GER_befriend_poland,0
GER_subjugate_romanian_economy,_
GER_influence_the_benelux,5
GER_around_maginot,10
GER_operation_weserubung,10
GER_utilize_the_nordliche_gesellschaft,5
GER_war_with_france,10
GER_demands_to_sweden,10
GER_reintegrate_luxemburg_and_alsace_lorraine,10
GER_operation_tannenbaum,10
GER_the_swiss_gold,_
GER_secure_finland,10
GER_operation_sea_lion,_
GER_operation_green,10
GER_crossing_the_atlantic,10
GER_challenge_the_monroe_doctrine,5
GER_shatter_usas_hegemony,10
GER_establish_protectorates_in_america,10
GER_demand_slovenia,1
GER_first_ljubljana_award,10
GER_fate_of_yugoslavia,10
GER_second_ljubljana_award,10
GER_fate_of_greece,10
GER_war_with_greece,10
GER_reorganize_the_wehrmacht,_
GER_anti_comintern_pact,1
GER_anti_soviet_pact,2.5
GER_support_finland,_
GER_war_with_the_ussr,10
GER_molotov_ribbentrop_pact,10
GER_treaty_with_the_ussr,10
GER_alliance_with_the_ussr,0.01
GER_puppet_turkey,1
GER_befriend_turkey,1
GER_influence_the_middle_east,2
GER_the_final_blow_to_communism,1
GER_befriend_china,0.5
GER_befriend_japan,1
GER_reclaim_former_african_colonies,_
GER_mittelafrika,_
GER_re_establish_german_control_over_qingdao,10
GER_claim_old_colonies_in_the_east,5
GER_ally_chiang_kai_shek,_
GER_japanese_naval_cooperation,_
GER_negotiate_old_colonies_in_the_east,10
GER_sentinels_of_the_pacific,_
GER_create_asian_reichskommissariat,_
GER_south_east_asian_natural_wealth,_
GER_the_proud_eagle_and_the_resurgent_dragon,5
GER_blitzkrieg_across_the_pacific,5
GER_fuhrerprinzip,_
GER_ascension_of_todt,_
GER_form_organization_todt,_
GER_autonomous_organization_todt,_
GER_ascension_of_speer,_
GER_employ_philipp_holzmann,_
GER_plenipotentiary_of_armaments,_
GER_wunderwaffe,_
GER_ascension_of_goring,_
GER_prioritize_the_four_year_plan,_
GER_plenipotentiary_of_the_four_year_plan,_
GER_integration_of_puppet_economies,_
GER_ascension_of_himmler,_
GER_expand_gestapo,_
GER_absorb_the_abwehr,_
GER_expand_ss_security_duties,_
GER_strengthen_the_waffen_ss,_
GER_hegemony_of_the_ss,_
GER_ascension_of_goebbels,_
GER_ministry_of_public_enlightenment,_
GER_fund_the_film_department,_
GER_propaganda_master,_
GER_party_chancellor_hess,_
GER_party_chancellor_bormann,_
GER_optimize_reich_labour_service,_
GER_rally_the_industrialists,_
GER_glorify_party_rallies,_
GER_total_control_over_domestic_affairs,_
GER_a_strong_successor,_
GER_loyalty_to_the_fuhrer,_
GER_oppose_hitler_ww,_
GER_rally_the_nation,_
GER_denazification_campaigns,_
GER_rebuild_the_nation_ww,_
GER_revitalize_the_nation,_
GER_tend_to_the_future_of_germany,_
GER_start_the_proletarian_revolution,_
GER_formalize_the_intelligence_wing,_
GER_form_the_stasi,_
GER_effective_operations,_
GER_assemble_red_orchestra,_
GER_ressurect_the_red_front_fighters_league,_
GER_reorganize_nationale_volksarmee,_
GER_political_commissars,_
GER_rapid_army_expansion,_
GER_the_peoples_victory,_
GER_legacy_of_the_spartacus_league,_
GER_social_ownership,_
GER_civil_liberties,_
GER_embrace_democratic_institutions,_
GER_protect_the_revolution,_
GER_establish_volkskommissariats,_
GER_industrialize_volkskommissariats,_
GER_instill_german_discipline,_
GER_integrate_subjects_economies,_
GER_integrate_volkskommissariats,_
GER_liberate_austria,_
GER_spark_the_flame_of_revolution,_
GER_support_the_proletarian_uprising,_
GER_the_proletarian_legion,_
GER_strengthen_the_proletarian_international,_
GER_red_europe,_
GER_proletarian_solidarity,_
GER_liberate_italy,_
GER_the_end_to_fascist_europe,_
GER_root_out_imperialism,_
GER_hegemony_over_europe,_
GER_align_south_america,_
GER_wage_war_on_capitalism,_
GER_instigate_middle_eastern_revolutions,_
GER_strike_at_the_rising_sun,_
GER_nationalize_industries,_
GER_form_agricultural_cooperatives,_
GER_labor_rights_and_union_stuff,_
GER_expand_social_welfare,_
GER_effectivize_the_volkswerke,_
GER_womens_rights_and_equality,_
GER_proletarian_dictatorship,_
GER_state_controlled_economy,_
GER_central_planning,_
GER_the_german_stakhanovite_movement,_
GER_spheres_of_influence,_
GER_czechoslovakia,_
GER_poland,_
GER_hungary,_
GER_the_northern_shield,_
GER_intervene_in_spain,_
GER_assist_our_eastern_comrades,_
GER_sign_the_second_treaty_of_berlin,_
GER_defense_treaty_with_the_soviet,_
GER_industrial_cooperation,_
GER_tech_sharing,_
GER_resource_trade,_
GER_factories_for_resources,_
GER_monarchist_sentiment,_
GER_the_monarchy_compromise_ww,_
GER_re_establish_free_elections_ww,_
GER_ban_political_uniforms,_
GER_embrace_liberal_leanings,_
GER_strive_for_conservative_values,_
GER_strengthen_the_welfare_state,_
GER_democratic_shield,_
GER_reverse_the_brain_drain_ww,_
GER_shared_rd_programs_ww,_
GER_pool_technical_know_how_ww,_
GER_the_mannheim_project_ww,_
GER_re_ratify_the_locarno_treaty,_
GER_offer_trade_proposal,_
GER_franco_germanic_pact,_
GER_request_the_return_of_french_held_colonies,_
GER_revive_the_kaiserreich_ww,_
GER_return_of_the_kaiser_ww,_
GER_military_dictatorship,_
GER_invite_scientists_back,_
GER_glorious_mechanical_machinations,_
GER_prussian_artillery,_
GER_fan_prussian_militarism,_
GER_re_form_the_freikorps,_
GER_re_establish_the_landwehr,_
GER_glory_to_the_imperial_army,_
GER_prepare_for_the_next_naval_blockade,_
GER_all_for_the_front,_
GER_expatriate_the_communists_ww,0.5
GER_demand_the_return_of_southern_jutland,_
GER_realpolitik,_
GER_mitteleuropa,_
GER_the_austrian_question,_
GER_align_czechoslovakia,_
GER_sway_the_balkans,_
GER_establish_a_customs_union,_
GER_integrated_economies,_
GER_european_confederation,_
GER_brothers_in_arms,_
GER_carve_up_czechoslovakia,_
GER_rekindle_imperial_sentiment_ww,_
GER_the_first_berlin_award,_
GER_the_second_berlin_award,_
GER_mitteleuropa_cooperation_sphere,_
GER_trade_agreements,_
GER_prepare_italian_coup_ww,10
GER_assassinate_mussolini_ww,10
GER_conquer_italy,_
GER_restore_the_holy_roman_empire,_
GER_align_italy,_
GER_german_hegemony_in_the_middle_east,_
GER_bring_turkey_into_the_fold,_
GER_see_to_the_eastern_front_ww,_
GER_safeguard_the_baltic_ww,_
GER_tributes_for_guarantees,_
GER_danzig_for_guarantees_ww,_
GER_safeguard_poland,_
GER_build_the_eastern_bulwark,_
GER_liberate_oppressed_people,_
GER_offer_military_production_support,_
GER_ally_white_russian_forces,_
GER_hold_joint_military_drills,_
GER_extend_mitteleuropas_bounderies,_
GER_reach_out_to_scandinavia,10
GER_support_the_finns_ww,_
GER_restore_the_brest_litovsk_borders,_
GER_memel_ultimatum,_
GER_demand_lithuanian_integration,_
GER_restore_eastern_imperial_possessions,_
GER_demand_further_polish_concessions,_
GER_incorporate_the_polish_rump_state,_
GER_establish_eastern_grand_duchies,_
GER_subduing_the_baltic_states,_
GER_puppet_finland,_
GER_strike_eastward,_
GER_end_european_communism,_
GER_reject_the_locarno_treaty,_
GER_backdoor_negotiations,_
GER_schlieffen_once_more_ww,_
GER_bypass_maginot_in_the_south_ww,_
GER_reinstate_imperial_possessions_ww,_
GER_establish_western_grand_duchies,_
GER_integrate_western_german_speakers,_
GER_weltpolitik,_
GER_accept_british_naval_dominance_ww,_
GER_carve_up_congo,_
GER_anglo_germanic_defense_pact,_
GER_anglo_germanic_cooperation_program,_
GER_carte_blanche_for_alsace_and_french_colonies_ww,_
GER_petition_for_the_return_of_old_colonies,_
GER_unify_west_africa,_
GER_expand_pacific_holdings,_
GER_closer_sino_germanic_relations,_
GER_industrial_investments,_
GER_launch_sino_germanic_joint_research_program,_
GER_send_military_aid,_
GER_send_volunteers,_
GER_request_the_return_of_qingdao,_
GER_the_sino_germanic_pact,_
GER_divide_and_conquer,_
GER_the_second_naval_race,_
GER_rebuild_the_high_seas_fleet_ww,_
GER_break_anglo_french_colonial_hegemony_ww,_
GER_asian_allies,_
GER_our_place_in_the_sun_ww,_
GER_expand_african_reach,_
GER_african_allies,_
GER_realize_mittelafrika,_
GER_oppose_hitler,7
GER_secure_the_new_state,1
GER_revive_the_kaiserreich,3
GER_rebuild_the_nation,9
GER_fan_the_prussian_militarism,8
GER_a_new_and_better_germany,8
GER_bulwark_against_bolshevism,5
GER_return_of_the_kaiser,1
GER_focus_on_the_true_enemy,3
GER_rebuild_the_high_seas_fleet,1
GER_our_place_in_the_sun,1
GER_pride_of_the_modern_germany,9
GER_prepare_for_the_next_blockade,1
GER_break_the_anglo_french_colonial_hegemony,1
GER_schlieffen_once_more,10
GER_the_central_powers,10
GER_prepare_italian_coup,10
GER_assassinate_mussolini,10
GER_rekindle_imperial_sentiment,10
GER_expatriate_the_communists,0.5
GER_accept_british_naval_dominance,1
GER_ally_the_shade,10
GER_carte_blanche_for_alsace_and_french_colonies,1
GER_bypass_maginot_in_the_south,10
GER_reinstate_imperial_possessions,10
GER_see_to_the_eastern_front,5
GER_danzig_for_guarantees,5
GER_safeguard_the_baltic,1
GER_support_the_finns,1
GER_anti_comintern_pact_unaligned,1
GER_anti_soviet_pact_unaligned,2.5
GER_tackle_the_communist_threat,1
GER_the_iberian_problem,1
GER_reestablish_free_elections,1
GER_the_monarchy_compromise,1
GER_the_great_red_menace,8
GER_central_european_alliance,5
GER_danubian_membership,10
GER_danubian_expansion,10
GER_no_balkan_communism,1
GER_low_countries_membership,10
GER_no_reds_in_western_europe,1
GER_scandinavian_membership,10
GER_baltic_membership,1
GER_polish_membership,1
GER_finnish_membership,1
GER_strike_at_the_source,1
GER_reverse_the_brain_drain,5
GER_shared_rd_programs,3
GER_the_mannheim_project,1
GER_pool_technical_know_how,3
